id_transaccion,id_tarjeta,id_usuario,id_dispositivo,direccion_ip,latitud,longitud,canal,timestamp,monto,etiqueta
TXN_L_0618,TRJ_081,USR_087,DEV_031,192.168.157.94,22.5236,-100.3982,remoto,2024-03-11 03:21:48,3342.14,legitima
TXN_L_0133,TRJ_270,USR_081,DEV_037,192.168.214.138,23.0108,-100.3087,presencial,2024-03-11 05:11:20,3083.25,legitima
TXN_L_0728,TRJ_179,USR_170,DEV_030,192.168.122.71,24.8161,-99.3055,remoto,2024-03-11 22:09:41,749.32,legitima
TXN_L_0747,TRJ_124,USR_125,DEV_005,192.168.119.222,22.002,-99.4011,remoto,2024-03-12 05:05:46,2586.77,legitima
TXN_L_0185,TRJ_017,USR_143,DEV_026,192.168.89.121,18.9202,-102.0922,presencial,2024-03-12 06:43:48,4453.65,legitima
TXN_L_0644,TRJ_159,USR_199,DEV_016,192.168.185.225,24.8765,-101.4007,remoto,2024-03-12 07:50:58,107.43,legitima
TXN_L_0846,TRJ_149,USR_180,DEV_033,192.168.99.76,24.495,-98.2198,remoto,2024-03-12 07:55:32,3355.11,legitima
TXN_L_0620,TRJ_001,USR_186,DEV_009,192.168.41.108,19.6518,-100.2259,presencial,2024-03-12 13:00:27,2286.99,legitima
TXN_L_0425,TRJ_189,USR_203,DEV_017,192.168.208.49,20.1814,-100.1793,presencial,2024-03-12 18:38:12,2935.37,legitima
TXN_C_0032,TRJ_186,USR_018,DEV_038,192.168.169.19,15.3317,-92.8036,presencial,2024-03-12 20:04:37,5321.14,clonacion
TXN_L_0762,TRJ_090,USR_108,DEV_012,192.168.27.49,24.364,-98.413,remoto,2024-03-12 21:31:11,4078.21,legitima
TXN_L_0158,TRJ_267,USR_024,DEV_002,192.168.223.163,24.078,-100.4373,presencial,2024-03-13 02:50:09,2345.24,legitima
TXN_L_0165,TRJ_189,USR_203,DEV_017,192.168.208.49,20.7928,-99.8917,presencial,2024-03-13 02:50:35,3865.45,legitima
TXN_L_0039,TRJ_012,USR_166,DEV_011,192.168.241.63,19.9183,-101.4156,remoto,2024-03-13 08:32:42,4084.07,legitima
TXN_L_0612,TRJ_085,USR_179,DEV_009,192.168.122.147,22.7203,-101.1166,remoto,2024-03-13 18:00:07,972.68,legitima
TXN_L_0780,TRJ_088,USR_006,DEV_006,192.168.255.161,24.4649,-101.3143,presencial,2024-03-13 20:48:43,4454.08,legitima
TXN_L_0097,TRJ_141,USR_045,DEV_004,192.168.31.53,21.6491,-101.7115,remoto,2024-03-14 01:49:09,4864.74,legitima
TXN_L_0600,TRJ_069,USR_110,DEV_018,192.168.236.47,20.0608,-100.4771,remoto,2024-03-14 21:01:35,2345.07,legitima
TXN_L_0589,TRJ_181,USR_227,DEV_013,192.168.224.214,21.553,-102.0736,remoto,2024-03-15 05:58:47,2579.58,legitima
TXN_L_0722,TRJ_005,USR_109,DEV_037,192.168.194.72,20.7991,-97.9205,remoto,2024-03-15 09:46:21,2122.37,legitima
TXN_L_0025,TRJ_110,USR_188,DEV_005,192.168.97.236,23.2542,-102.1031,presencial,2024-03-15 11:28:29,2541.52,legitima
TXN_L_0646,TRJ_072,USR_147,DEV_023,192.168.159.103,21.797,-99.0106,remoto,2024-03-15 13:22:57,2446.75,legitima
TXN_L_0572,TRJ_063,USR_218,DEV_004,192.168.38.114,19.9628,-100.0374,remoto,2024-03-15 16:40:07,4558.62,legitima
TXN_L_0270,TRJ_103,USR_107,DEV_019,192.168.40.22,23.0248,-101.1122,remoto,2024-03-15 16:54:01,1808.77,legitima
TXN_P_0008,TRJ_160,USR_FRAUD_008,DEV_001,192.168.137.148,22.3609,-100.4908,remoto,2024-03-15 20:41:57,2148.11,cnp
TXN_L_0514,TRJ_070,USR_214,DEV_011,192.168.3.242,21.3067,-99.5745,presencial,2024-03-16 02:23:25,927.07,legitima
TXN_L_0319,TRJ_124,USR_125,DEV_005,192.168.119.222,21.3587,-98.9264,remoto,2024-03-16 05:05:24,1898.75,legitima
TXN_L_0015,TRJ_177,USR_036,DEV_019,192.168.169.139,19.7207,-100.6356,remoto,2024-03-16 09:29:32,3696.82,legitima
TXN_L_0291,TRJ_159,USR_198,DEV_033,192.168.61.242,21.9138,-100.8209,remoto,2024-03-16 10:57:45,1696.64,legitima
TXN_L_0300,TRJ_004,USR_113,DEV_025,192.168.219.35,20.3934,-99.5361,presencial,2024-03-16 11:47:16,361.81,legitima
TXN_L_0843,TRJ_180,USR_031,DEV_018,192.168.27.39,23.8045,-98.1255,presencial,2024-03-16 20:51:31,325.48,legitima
TXN_L_0254,TRJ_244,USR_165,DEV_029,192.168.195.153,20.5599,-99.0081,remoto,2024-03-17 03:12:39,957.6,legitima
TXN_L_0219,TRJ_004,USR_037,DEV_020,192.168.205.232,23.216,-100.8416,remoto,2024-03-17 07:49:25,2097.12,legitima
TXN_L_0203,TRJ_060,USR_118,DEV_032,192.168.101.109,19.5641,-100.3118,presencial,2024-03-17 09:22:33,3734.73,legitima
TXN_L_0437,TRJ_001,USR_064,DEV_037,192.168.135.130,22.4899,-100.9847,presencial,2024-03-17 12:57:51,1899.11,legitima
TXN_L_0428,TRJ_290,USR_233,DEV_032,192.168.25.67,23.0265,-101.0439,presencial,2024-03-17 15:25:13,3372.75,legitima
TXN_L_0000,TRJ_172,USR_156,DEV_009,192.168.14.100,21.5788,-101.3769,presencial,2024-03-17 20:31:40,4453.39,legitima
TXN_L_0405,TRJ_211,USR_081,DEV_005,192.168.214.138,23.2149,-100.2839,presencial,2024-03-18 01:39:53,4718.65,legitima
TXN_L_0349,TRJ_061,USR_115,DEV_040,192.168.47.238,21.5938,-100.3443,remoto,2024-03-18 04:45:16,782.33,legitima
TXN_L_0598,TRJ_065,USR_074,DEV_016,192.168.249.55,24.4913,-101.6171,presencial,2024-03-18 07:57:13,1919.7,legitima
TXN_L_0789,TRJ_244,USR_246,DEV_020,192.168.8.24,24.2306,-98.8485,remoto,2024-03-18 08:14:37,198.2,legitima
TXN_L_0282,TRJ_127,USR_089,DEV_004,192.168.149.179,20.7198,-98.8848,remoto,2024-03-18 10:17:07,2407.35,legitima
TXN_L_0257,TRJ_007,USR_204,DEV_003,192.168.249.55,24.572,-101.6708,remoto,2024-03-18 19:56:24,2973.15,legitima
TXN_L_0476,TRJ_181,USR_010,DEV_013,192.168.102.183,24.8508,-98.9821,presencial,2024-03-19 01:28:08,4434.63,legitima
TXN_L_0397,TRJ_111,USR_020,DEV_022,192.168.114.36,20.6032,-98.0279,remoto,2024-03-19 02:51:30,1293.76,legitima
TXN_P_0001,TRJ_240,USR_FRAUD_001,DEV_010,192.168.1.73,20.8345,-99.502,remoto,2024-03-19 07:22:00,2809.49,cnp
TXN_L_0602,TRJ_149,USR_040,DEV_021,192.168.157.153,23.5533,-98.3203,presencial,2024-03-19 13:21:50,4632.17,legitima
TXN_L_0647,TRJ_012,USR_166,DEV_007,192.168.241.63,20.111,-101.7204,remoto,2024-03-19 16:58:37,4073.7,legitima
TXN_L_0256,TRJ_134,USR_217,DEV_026,192.168.209.84,22.0137,-98.6903,remoto,2024-03-19 18:38:01,4096.89,legitima
TXN_L_0077,TRJ_189,USR_014,DEV_025,192.168.128.7,19.2024,-98.3956,remoto,2024-03-20 03:42:23,1970.76,legitima
TXN_L_0702,TRJ_119,USR_167,DEV_028,192.168.98.181,21.5394,-99.8796,remoto,2024-03-20 07:00:56,4496.76,legitima
TXN_L_0400,TRJ_060,USR_016,DEV_035,192.168.5.133,21.6881,-99.552,remoto,2024-03-20 15:57:05,1627.33,legitima
TXN_L_0823,TRJ_109,USR_133,DEV_008,192.168.100.94,21.1725,-101.0253,presencial,2024-03-20 16:13:29,4288.51,legitima
TXN_L_0271,TRJ_259,USR_048,DEV_012,192.168.1.73,22.2067,-101.0526,presencial,2024-03-20 18:38:34,4636.49,legitima
TXN_L_0338,TRJ_062,USR_189,DEV_009,192.168.249.55,19.2559,-99.2068,remoto,2024-03-20 22:37:21,2914.59,legitima
TXN_L_0322,TRJ_235,USR_155,DEV_009,192.168.15.24,21.0637,-99.4717,presencial,2024-03-20 22:38:35,4292.02,legitima
TXN_L_0181,TRJ_216,USR_154,DEV_005,192.168.63.185,23.688,-99.9717,remoto,2024-03-21 01:39:32,3832.71,legitima
TXN_L_0763,TRJ_151,USR_005,DEV_028,192.168.169.160,22.1889,-99.405,remoto,2024-03-21 09:37:48,2081.41,legitima
TXN_L_0041,TRJ_015,USR_227,DEV_037,192.168.238.107,21.6115,-101.435,presencial,2024-03-21 18:49:46,4560.57,legitima
TXN_L_0436,TRJ_170,USR_131,DEV_024,192.168.162.191,23.4228,-100.8132,presencial,2024-03-21 20:39:11,4606.05,legitima
TXN_L_0424,TRJ_175,USR_034,DEV_024,192.168.239.236,24.3903,-100.9316,presencial,2024-03-22 05:33:49,942.83,legitima
TXN_L_0537,TRJ_199,USR_049,DEV_039,192.168.167.87,19.4854,-101.7741,remoto,2024-03-22 07:15:41,1676.66,legitima
TXN_L_0032,TRJ_169,USR_003,DEV_025,192.168.142.117,20.5542,-99.116,remoto,2024-03-22 07:52:10,4161.73,legitima
TXN_L_0561,TRJ_186,USR_079,DEV_008,192.168.222.89,24.0218,-101.5937,remoto,2024-03-22 09:22:05,2157.31,legitima
TXN_L_0832,TRJ_277,USR_021,DEV_012,192.168.50.13,18.6677,-98.4501,presencial,2024-03-23 01:17:15,2025.61,legitima
TXN_L_0407,TRJ_072,USR_061,DEV_001,192.168.47.98,20.3817,-98.5841,remoto,2024-03-23 02:42:44,1129.14,legitima
TXN_L_0883,TRJ_264,USR_112,DEV_026,192.168.107.184,25.167,-100.0422,presencial,2024-03-23 07:12:51,2884.38,legitima
TXN_L_0667,TRJ_267,USR_024,DEV_002,192.168.223.163,23.7096,-100.4878,presencial,2024-03-23 07:54:24,3401.31,legitima
TXN_L_0552,TRJ_134,USR_114,DEV_004,192.168.139.129,20.9164,-100.4096,presencial,2024-03-23 17:46:51,2283.2,legitima
TXN_L_0232,TRJ_086,USR_162,DEV_028,192.168.214.57,19.7935,-101.0176,remoto,2024-03-23 22:12:50,3063.78,legitima
TXN_L_0584,TRJ_131,USR_028,DEV_010,192.168.35.251,24.0465,-101.9068,remoto,2024-03-24 02:04:00,647.98,legitima
TXN_L_0622,TRJ_257,USR_012,DEV_011,192.168.9.192,23.5854,-100.1406,remoto,2024-03-24 02:14:03,4698.47,legitima
TXN_C_0030,TRJ_181,USR_010,DEV_016,192.168.247.71,36.911,-86.924,presencial,2024-03-24 09:56:34,4707.47,clonacion
TXN_L_0384,TRJ_212,USR_128,DEV_018,192.168.33.103,22.3733,-101.5337,remoto,2024-03-24 13:50:21,4406.62,legitima
TXN_L_0831,TRJ_135,USR_202,DEV_032,192.168.60.166,19.5247,-98.8845,presencial,2024-03-24 21:30:09,2946.86,legitima
TXN_L_0451,TRJ_246,USR_224,DEV_037,192.168.5.133,19.7952,-100.502,presencial,2024-03-25 05:38:58,2695.16,legitima
TXN_C_0016,TRJ_181,USR_010,DEV_033,192.168.121.222,12.7084,-111.1266,presencial,2024-03-25 08:13:20,5824.93,clonacion
TXN_L_0431,TRJ_228,USR_072,DEV_003,192.168.99.184,22.6412,-98.4945,remoto,2024-03-25 14:51:37,4468.73,legitima
TXN_L_0295,TRJ_025,USR_069,DEV_024,192.168.106.161,24.7323,-100.3862,remoto,2024-03-25 16:10:33,2049.37,legitima
TXN_L_0774,TRJ_193,USR_101,DEV_012,192.168.159.28,23.0647,-101.4978,presencial,2024-03-25 22:31:47,107.11,legitima
TXN_L_0697,TRJ_060,USR_016,DEV_035,192.168.5.133,21.7174,-99.2888,remoto,2024-03-26 00:02:21,3766.1,legitima
TXN_L_0677,TRJ_266,USR_096,DEV_039,192.168.201.152,24.5236,-101.0122,remoto,2024-03-26 03:53:38,3298.58,legitima
TXN_C_0006,TRJ_210,USR_121,DEV_034,192.168.54.200,37.66,-84.9306,presencial,2024-03-26 04:13:49,7585.76,clonacion
TXN_L_0664,TRJ_055,USR_250,DEV_019,192.168.51.214,21.4589,-100.1314,presencial,2024-03-26 05:42:06,4931.92,legitima
TXN_L_0117,TRJ_063,USR_103,DEV_026,192.168.228.230,19.6539,-97.8902,presencial,2024-03-26 05:45:28,103.02,legitima
TXN_P_0032,TRJ_003,USR_FRAUD_032,DEV_021,192.168.153.118,24.8757,-100.9626,remoto,2024-03-26 08:40:36,867.18,cnp
TXN_L_0540,TRJ_207,USR_093,DEV_026,192.168.226.142,21.0471,-100.7963,presencial,2024-03-26 12:27:02,1012.3,legitima
TXN_L_0195,TRJ_293,USR_153,DEV_025,192.168.163.229,21.6607,-101.8823,remoto,2024-03-26 12:42:30,272.14,legitima
TXN_L_0342,TRJ_232,USR_215,DEV_017,192.168.248.209,19.7096,-99.6692,presencial,2024-03-26 14:41:23,1339.02,legitima
TXN_L_0580,TRJ_252,USR_174,DEV_029,192.168.82.139,22.3389,-99.1066,presencial,2024-03-26 20:08:24,3498.87,legitima
TXN_L_0474,TRJ_293,USR_206,DEV_033,192.168.53.241,20.7157,-99.5783,remoto,2024-03-26 22:33:58,770.64,legitima
TXN_L_0209,TRJ_004,USR_038,DEV_012,192.168.194.87,22.538,-101.157,remoto,2024-03-27 00:33:01,3740.77,legitima
TXN_L_0093,TRJ_267,USR_024,DEV_030,192.168.223.163,24.0858,-100.1483,remoto,2024-03-27 15:32:16,838.15,legitima
TXN_L_0460,TRJ_175,USR_229,DEV_004,192.168.160.15,22.1746,-98.2206,remoto,2024-03-28 01:20:51,3502.7,legitima
TXN_L_0343,TRJ_044,USR_048,DEV_012,192.168.1.73,22.2856,-100.9343,presencial,2024-03-28 01:49:51,2722.34,legitima
TXN_L_0206,TRJ_145,USR_134,DEV_023,192.168.154.218,21.843,-100.3237,remoto,2024-03-28 05:16:48,2734.06,legitima
TXN_L_0197,TRJ_158,USR_243,DEV_031,192.168.141.143,19.6712,-98.2834,remoto,2024-03-28 09:26:20,2382.39,legitima
TXN_L_0334,TRJ_073,USR_089,DEV_004,192.168.149.179,20.4909,-98.2419,remoto,2024-03-28 18:22:18,3123.71,legitima
TXN_L_0438,TRJ_039,USR_238,DEV_039,192.168.155.22,24.3428,-101.7174,remoto,2024-03-29 04:03:07,3160.37,legitima
TXN_L_0170,TRJ_142,USR_154,DEV_005,192.168.63.185,23.3535,-100.0624,presencial,2024-03-29 04:09:41,53.56,legitima
TXN_L_0253,TRJ_217,USR_120,DEV_035,192.168.128.249,25.1986,-99.7336,presencial,2024-03-29 11:10:34,1586.44,legitima
TXN_L_0304,TRJ_272,USR_012,DEV_017,192.168.141.197,23.3879,-100.0072,presencial,2024-03-29 13:58:27,3075.57,legitima
TXN_L_0054,TRJ_086,USR_201,DEV_018,192.168.35.12,20.6567,-100.3598,remoto,2024-03-29 19:34:55,3309.36,legitima
TXN_L_0434,TRJ_039,USR_238,DEV_039,192.168.155.22,24.602,-100.8996,presencial,2024-03-29 21:18:53,2490.29,legitima
TXN_L_0344,TRJ_171,USR_042,DEV_005,192.168.164.223,22.4385,-98.4623,presencial,2024-03-29 22:37:28,4642.67,legitima
TXN_L_0047,TRJ_086,USR_072,DEV_029,192.168.194.116,22.8823,-98.9434,presencial,2024-03-30 03:32:09,2248.73,legitima
TXN_L_0511,TRJ_155,USR_193,DEV_034,192.168.123.177,20.5444,-101.3465,remoto,2024-03-30 06:49:12,4797.01,legitima
TXN_L_0725,TRJ_046,USR_234,DEV_022,192.168.209.84,23.4733,-100.2677,remoto,2024-03-30 09:33:55,763.49,legitima
TXN_L_0836,TRJ_179,USR_178,DEV_029,192.168.222.89,20.2308,-99.1147,remoto,2024-03-30 13:44:21,186.98,legitima
TXN_L_0575,TRJ_154,USR_130,DEV_004,192.168.23.250,19.7604,-101.2513,remoto,2024-03-30 17:51:23,182.25,legitima
TXN_L_0838,TRJ_290,USR_033,DEV_005,192.168.35.251,23.7067,-101.2362,presencial,2024-03-30 20:50:26,4047.03,legitima
TXN_L_0402,TRJ_241,USR_061,DEV_040,192.168.47.98,20.1874,-98.9377,presencial,2024-03-31 03:08:27,2452.64,legitima
TXN_L_0092,TRJ_004,USR_139,DEV_015,192.168.80.15,18.9339,-100.2264,presencial,2024-03-31 05:39:51,2530.56,legitima
TXN_L_0791,TRJ_004,USR_038,DEV_012,192.168.194.87,21.7537,-100.91,presencial,2024-03-31 08:48:44,2858.97,legitima
TXN_L_0373,TRJ_158,USR_098,DEV_039,192.168.168.72,22.5139,-101.4013,presencial,2024-03-31 11:15:33,596.06,legitima
TXN_P_0026,TRJ_097,USR_FRAUD_026,DEV_027,192.168.236.47,22.3634,-101.5291,remoto,2024-03-31 12:53:35,1747.7,cnp
TXN_L_0538,TRJ_221,USR_027,DEV_015,192.168.101.109,21.4922,-101.2414,presencial,2024-03-31 14:13:07,3138.4,legitima
TXN_L_0534,TRJ_254,USR_194,DEV_008,192.168.58.175,24.4077,-101.9146,remoto,2024-04-01 04:08:21,1577.94,legitima
TXN_L_0729,TRJ_033,USR_063,DEV_039,192.168.247.251,22.5126,-98.8432,presencial,2024-04-01 05:15:44,3730.61,legitima
TXN_L_0230,TRJ_188,USR_095,DEV_013,192.168.36.156,19.5046,-101.1426,presencial,2024-04-01 10:09:55,716.0,legitima
TXN_P_0007,TRJ_235,USR_FRAUD_007,DEV_021,192.168.236.47,23.8434,-100.2984,remoto,2024-04-01 14:13:49,1048.56,cnp
TXN_L_0557,TRJ_073,USR_211,DEV_003,192.168.69.222,21.8799,-98.1277,remoto,2024-04-01 15:41:52,3287.75,legitima
TXN_L_0019,TRJ_266,USR_096,DEV_010,192.168.201.152,24.5556,-101.0702,remoto,2024-04-01 16:42:11,4452.66,legitima
TXN_L_0819,TRJ_055,USR_250,DEV_007,192.168.86.169,21.0017,-99.8232,presencial,2024-04-02 00:12:30,2936.64,legitima
TXN_L_0212,TRJ_115,USR_123,DEV_002,192.168.174.48,22.3826,-98.8202,remoto,2024-04-02 00:17:12,730.69,legitima
TXN_L_0563,TRJ_022,USR_085,DEV_006,192.168.43.73,22.6403,-99.0307,remoto,2024-04-02 04:37:27,587.76,legitima
TXN_L_0662,TRJ_073,USR_013,DEV_026,192.168.8.24,19.4858,-99.9532,remoto,2024-04-02 14:20:14,2981.94,legitima
TXN_L_0023,TRJ_159,USR_200,DEV_008,192.168.229.151,20.0861,-98.0676,presencial,2024-04-02 16:50:47,1947.42,legitima
TXN_L_0131,TRJ_001,USR_235,DEV_025,192.168.37.3,24.0569,-99.9586,remoto,2024-04-02 21:07:59,4701.29,legitima
TXN_L_0524,TRJ_111,USR_020,DEV_022,192.168.114.36,20.3613,-98.2343,presencial,2024-04-03 04:48:20,2188.15,legitima
TXN_L_0682,TRJ_117,USR_004,DEV_007,192.168.146.61,24.5811,-101.9582,presencial,2024-04-03 05:51:41,1482.86,legitima
TXN_L_0042,TRJ_236,USR_124,DEV_010,192.168.67.186,19.2936,-99.1077,presencial,2024-04-03 19:18:51,4605.97,legitima
TXN_C_0017,TRJ_210,USR_121,DEV_012,192.168.139.86,14.2739,-88.4291,presencial,2024-04-04 01:19:22,6805.19,clonacion
TXN_C_0015,TRJ_230,USR_097,DEV_012,192.168.226.195,28.7539,-106.8486,presencial,2024-04-04 02:55:01,2619.5,clonacion
TXN_L_0456,TRJ_004,USR_038,DEV_028,192.168.194.87,21.7647,-101.3804,remoto,2024-04-04 04:28:55,2383.87,legitima
TXN_L_0086,TRJ_110,USR_168,DEV_018,192.168.32.87,23.6034,-100.24,presencial,2024-04-04 08:16:38,2280.7,legitima
TXN_L_0617,TRJ_161,USR_171,DEV_016,192.168.79.70,20.9795,-101.1717,presencial,2024-04-04 08:34:48,2392.5,legitima
TXN_L_0022,TRJ_040,USR_046,DEV_006,192.168.63.120,21.2522,-98.9647,presencial,2024-04-05 01:35:40,3936.79,legitima
TXN_L_0443,TRJ_008,USR_111,DEV_019,192.168.224.214,22.5387,-99.809,presencial,2024-04-05 01:48:31,2254.94,legitima
TXN_L_0408,TRJ_161,USR_028,DEV_031,192.168.35.251,24.414,-101.6816,presencial,2024-04-05 05:14:11,2690.68,legitima
TXN_L_0068,TRJ_213,USR_182,DEV_005,192.168.75.168,22.8562,-98.6505,presencial,2024-04-05 06:07:59,3960.05,legitima
TXN_L_0821,TRJ_196,USR_129,DEV_010,192.168.144.155,23.7745,-100.4663,presencial,2024-04-05 06:38:59,3687.33,legitima
TXN_L_0498,TRJ_122,USR_213,DEV_021,192.168.13.233,21.993,-100.9693,presencial,2024-04-05 10:25:49,4316.77,legitima
TXN_L_0233,TRJ_283,USR_082,DEV_012,192.168.135.36,24.3731,-99.8246,remoto,2024-04-05 15:14:13,4049.5,legitima
TXN_L_0406,TRJ_001,USR_186,DEV_009,192.168.212.227,19.2104,-100.3471,presencial,2024-04-06 09:37:47,4428.6,legitima
TXN_L_0394,TRJ_150,USR_208,DEV_040,192.168.185.163,25.0901,-99.0196,presencial,2024-04-06 11:57:46,3195.45,legitima
TXN_C_0031,TRJ_248,USR_140,DEV_028,192.168.223.212,33.7622,-112.4867,presencial,2024-04-06 13:12:01,6220.25,clonacion
TXN_L_0127,TRJ_277,USR_122,DEV_023,192.168.153.239,24.7036,-100.3614,remoto,2024-04-06 21:30:19,3698.71,legitima
TXN_L_0098,TRJ_140,USR_058,DEV_010,192.168.35.251,24.186,-98.6011,remoto,2024-04-07 10:43:47,4416.07,legitima
TXN_L_0056,TRJ_151,USR_237,DEV_021,192.168.150.112,21.2585,-98.7831,presencial,2024-04-07 21:19:24,4412.88,legitima
TXN_L_0472,TRJ_235,USR_249,DEV_040,192.168.7.182,19.6685,-99.4551,presencial,2024-04-08 01:34:35,897.75,legitima
TXN_P_0025,TRJ_241,USR_FRAUD_025,DEV_012,192.168.208.125,20.6532,-101.2053,remoto,2024-04-08 03:38:29,1286.83,cnp
TXN_L_0415,TRJ_111,USR_216,DEV_010,192.168.159.148,21.7169,-101.5157,remoto,2024-04-08 07:41:23,378.52,legitima
TXN_L_0016,TRJ_200,USR_150,DEV_007,192.168.216.9,24.8619,-100.4712,remoto,2024-04-08 12:15:30,1535.96,legitima
TXN_L_0596,TRJ_004,USR_037,DEV_020,192.168.205.232,23.2172,-100.7587,presencial,2024-04-08 12:46:11,436.91,legitima
TXN_L_0461,TRJ_088,USR_006,DEV_006,192.168.22.182,24.6808,-101.4552,remoto,2024-04-08 13:45:17,1137.53,legitima
TXN_L_0380,TRJ_244,USR_165,DEV_029,192.168.195.153,20.7798,-98.6664,remoto,2024-04-09 07:21:51,1430.51,legitima
TXN_C_0029,TRJ_230,USR_203,DEV_002,192.168.77.60,36.5413,-83.7938,presencial,2024-04-09 12:37:01,2555.37,clonacion
TXN_L_0533,TRJ_044,USR_048,DEV_003,192.168.1.73,22.4041,-101.761,presencial,2024-04-09 15:20:21,4800.72,legitima
TXN_P_0036,TRJ_180,USR_FRAUD_036,DEV_010,192.168.137.148,23.4588,-100.9242,remoto,2024-04-09 16:01:22,2342.89,cnp
TXN_L_0009,TRJ_114,USR_042,DEV_005,192.168.164.223,22.1925,-98.2162,presencial,2024-04-09 16:03:50,149.26,legitima
TXN_L_0073,TRJ_148,USR_030,DEV_007,192.168.120.104,22.9766,-101.2986,remoto,2024-04-09 20:51:14,4023.94,legitima
TXN_L_0840,TRJ_231,USR_075,DEV_024,192.168.205.232,22.505,-100.7489,remoto,2024-04-10 05:57:53,763.55,legitima
TXN_L_0273,TRJ_278,USR_177,DEV_035,192.168.153.130,20.9937,-97.9789,presencial,2024-04-10 09:09:34,437.26,legitima
TXN_P_0037,TRJ_276,USR_FRAUD_037,DEV_021,192.168.153.118,20.5651,-98.3123,remoto,2024-04-10 09:32:00,2009.16,cnp
TXN_L_0216,TRJ_164,USR_157,DEV_032,192.168.125.213,23.8554,-100.1337,presencial,2024-04-10 17:19:46,2712.45,legitima
TXN_L_0548,TRJ_210,USR_121,DEV_027,192.168.147.181,24.2255,-98.1465,presencial,2024-04-10 18:12:49,2348.12,legitima
TXN_C_0008,TRJ_210,USR_121,DEV_038,192.168.3.242,6.358,-80.5132,presencial,2024-04-10 19:42:39,1246.0,clonacion
TXN_C_0039,TRJ_230,USR_228,DEV_017,192.168.137.148,17.6677,-94.3544,presencial,2024-04-10 21:12:06,3971.6,clonacion
TXN_L_0110,TRJ_248,USR_140,DEV_032,192.168.142.208,21.8963,-100.7126,remoto,2024-04-10 22:15:56,85.61,legitima
TXN_L_0069,TRJ_258,USR_141,DEV_028,192.168.1.73,20.1493,-101.3964,presencial,2024-04-11 02:12:04,387.47,legitima
TXN_L_0760,TRJ_145,USR_240,DEV_007,192.168.243.166,22.7588,-98.9887,remoto,2024-04-11 02:35:57,3625.32,legitima
TXN_C_0011,TRJ_210,USR_121,DEV_031,192.168.141.197,41.5401,-81.0505,presencial,2024-04-11 03:45:29,7384.96,clonacion
TXN_L_0107,TRJ_196,USR_129,DEV_027,192.168.144.155,23.5105,-100.4389,presencial,2024-04-11 08:54:08,2132.39,legitima
TXN_L_0105,TRJ_284,USR_152,DEV_039,192.168.81.191,21.3732,-99.2146,presencial,2024-04-11 12:00:41,4304.98,legitima
TXN_P_0033,TRJ_170,USR_FRAUD_033,DEV_027,192.168.1.73,21.1817,-98.9105,remoto,2024-04-11 13:33:20,1404.05,cnp
TXN_L_0149,TRJ_220,USR_179,DEV_004,192.168.217.57,22.6992,-101.2041,remoto,2024-04-11 15:29:58,3216.94,legitima
TXN_L_0221,TRJ_135,USR_178,DEV_029,192.168.222.89,19.891,-98.8637,presencial,2024-04-11 17:09:56,3551.03,legitima
TXN_L_0174,TRJ_131,USR_028,DEV_031,192.168.35.251,23.6291,-101.5631,presencial,2024-04-12 02:30:18,3138.65,legitima
TXN_L_0660,TRJ_267,USR_249,DEV_040,192.168.67.186,20.3049,-99.4789,remoto,2024-04-12 05:33:16,3655.22,legitima
TXN_L_0283,TRJ_042,USR_122,DEV_023,192.168.153.239,25.1224,-100.5268,remoto,2024-04-13 00:02:22,4357.87,legitima
TXN_L_0325,TRJ_074,USR_002,DEV_010,192.168.9.192,22.3252,-100.4365,presencial,2024-04-13 03:12:23,2001.88,legitima
TXN_L_0522,TRJ_258,USR_127,DEV_037,192.168.222.89,21.1564,-101.6752,presencial,2024-04-13 09:12:42,2271.86,legitima
TXN_L_0080,TRJ_035,USR_196,DEV_017,192.168.136.180,24.441,-98.0605,remoto,2024-04-13 14:08:23,1138.34,legitima
TXN_L_0701,TRJ_050,USR_242,DEV_014,192.168.81.191,24.6555,-99.8439,presencial,2024-04-13 19:23:34,625.11,legitima
TXN_L_0297,TRJ_241,USR_092,DEV_035,192.168.155.22,19.7141,-100.8229,remoto,2024-04-13 19:32:20,4274.04,legitima
TXN_L_0513,TRJ_141,USR_045,DEV_033,192.168.31.53,22.007,-101.8152,remoto,2024-04-14 14:17:16,203.19,legitima
TXN_L_0711,TRJ_166,USR_022,DEV_012,192.168.161.55,23.8454,-99.8059,presencial,2024-04-15 07:37:41,3693.85,legitima
TXN_L_0091,TRJ_154,USR_130,DEV_010,192.168.193.117,20.0471,-101.2874,remoto,2024-04-15 12:45:02,4475.23,legitima
TXN_L_0361,TRJ_213,USR_164,DEV_010,192.168.10.220,21.972,-101.4579,presencial,2024-04-15 13:52:59,1646.9,legitima
TXN_L_0491,TRJ_186,USR_079,DEV_015,192.168.222.89,23.4567,-101.679,presencial,2024-04-16 07:42:31,1775.81,legitima
TXN_L_0286,TRJ_287,USR_119,DEV_020,192.168.52.174,23.4928,-99.5267,presencial,2024-04-16 08:03:34,102.36,legitima
TXN_L_0145,TRJ_200,USR_065,DEV_003,192.168.142.40,20.8425,-102.0874,presencial,2024-04-16 11:53:11,316.44,legitima
